                         Direction  NumberOfDiscreteVariables  NumberOfEquations  NumberOfNonZeros  NumberOfNonlinearNonZeros  NumberOfVariables  KnownPrimalBound  KnownDualBound   Fail FailReason
o7_ar3_1                       1.0                       42.0              270.0            1063.0                       14.0              113.0      1.379318e+02    1.379318e+02  False           
o7_ar4_1                       1.0                       42.0              270.0            1063.0                       14.0              113.0      1.316531e+02    1.316531e+02  False           
o7_ar5_1                       1.0                       42.0              270.0            1063.0                       14.0              113.0      1.169458e+02    1.169458e+02  False           
o7                             1.0                       42.0              212.0             877.0                       14.0              115.0      1.316531e+02    1.316531e+02  False           
o8_ar4_1                       1.0                       56.0              348.0            1397.0                       16.0              145.0      2.430707e+02    2.430707e+02  False           
o9_ar4_1                       1.0                       72.0              436.0            1765.0                       18.0              181.0      2.361385e+02    2.361385e+02  False           
rsyn0805m02m                  -1.0                      148.0              770.0            1952.0                        6.0              361.0      2.238395e+03    2.238395e+03  False           
rsyn0805m03m                  -1.0                      222.0             1285.0            3230.0                        9.0              541.0      3.068931e+03    3.068931e+03  False           
rsyn0805m04m                  -1.0                      296.0             1887.0            4709.0                       12.0              721.0      7.174219e+03    7.174219e+03  False           
rsyn0805m                     -1.0                       69.0              287.0             746.0                        3.0              171.0      1.296121e+03    1.296121e+03  False           
rsyn0810m02m                  -1.0                      168.0              867.0            2189.0                       12.0              411.0      1.741387e+03    1.741387e+03  False           
rsyn0810m03m                  -1.0                      252.0             1453.0            3638.0                       18.0              616.0      2.722448e+03    2.722448e+03  False           
rsyn0810m04m                  -1.0                      336.0             2141.0            5323.0                       24.0              821.0      6.581934e+03    6.581934e+03  False           
rsyn0810m                     -1.0                       74.0              313.0             817.0                        6.0              186.0      1.721448e+03    1.721448e+03  False           
rsyn0815m02m                  -1.0                      188.0              982.0            2476.0                       22.0              471.0      1.774397e+03    1.774397e+03  False           
rsyn0815m03m                  -1.0                      282.0             1648.0            4121.0                       33.0              706.0      2.827926e+03    2.827926e+03  False           
rsyn0815m04m                  -1.0                      376.0             2431.0            6037.0                       44.0              941.0      3.410854e+03    3.410854e+03  False           
rsyn0815m                     -1.0                       79.0              348.0             910.0                       11.0              206.0      1.269926e+03    1.269926e+03  False           
rsyn0820m02m                  -1.0                      208.0             1075.0            2703.0                       28.0              511.0      1.092091e+03    1.092091e+03  False           
rsyn0820m03m                  -1.0                      312.0             1810.0            4514.0                       42.0              766.0      2.028812e+03    2.028812e+03  False           
rsyn0820m04m                  -1.0                      416.0             2677.0            6631.0                       56.0             1021.0      2.450772e+03    2.450772e+03  False           
rsyn0820m                     -1.0                       84.0              372.0             976.0                       14.0              216.0      1.150301e+03    1.150301e+03  False           
rsyn0830m02m                  -1.0                      248.0             1273.0            3195.0                       40.0              621.0      7.305072e+02    7.305072e+02  False           
rsyn0830m03m                  -1.0                      372.0             2152.0            5359.0                       60.0              931.0      1.543059e+03    1.543059e+03  False           
rsyn0830m04m                  -1.0                      496.0             3193.0            7901.0                       80.0             1241.0      2.529073e+03    2.529073e+03  False           
rsyn0830m                     -1.0                       94.0              426.0            1131.0                       20.0              251.0      5.100720e+02    5.100720e+02  False           
rsyn0840m02m                  -1.0                      288.0             1481.0            3705.0                       56.0              721.0      7.349835e+02    7.349835e+02  False           
rsyn0840m03m                  -1.0                      432.0             2509.0            6227.0                       84.0             1081.0      2.742646e+03    2.742646e+03  False           
rsyn0840m04m                  -1.0                      576.0             3729.0            9201.0                      112.0             1441.0      2.564499e+03    2.564499e+03  False           
rsyn0840m                     -1.0                      104.0              485.0            1291.0                       28.0              281.0      3.255545e+02    3.255545e+02  False           
squfl010-025                   1.0                       10.0              276.0            1011.0                      250.0              261.0      2.141110e+02    2.141110e+02  False           
squfl015-060                   1.0                       15.0              961.0            3616.0                      900.0              916.0      3.666218e+02    3.666218e+02  False           
squfl015-080                   1.0                       15.0             1281.0            4816.0                     1200.0             1216.0      4.024885e+02    4.024885e+02  False           
squfl020-040                   1.0                       20.0              841.0            3221.0                      800.0              821.0      2.092549e+02    2.092549e+02  False           
squfl020-050                   1.0                       20.0             1051.0            4021.0                     1000.0             1021.0      2.302021e+02    2.302021e+02  False           
squfl020-150                   1.0                       20.0             3151.0           12021.0                     3000.0             3021.0      5.578487e+02    5.578487e+02  False           
squfl025-025                   1.0                       25.0              651.0            2526.0                      625.0              651.0      1.688073e+02    1.688073e+02  False           
squfl025-030                   1.0                       25.0              781.0            3026.0                      750.0              776.0      2.055017e+02    2.055017e+02  False           
squfl025-040                   1.0                       25.0             1041.0            4026.0                     1000.0             1026.0      1.973339e+02    1.973339e+02  False           
squfl030-100                   1.0                       30.0             3101.0           12031.0                     3000.0             3031.0      3.630938e+02    3.630938e+02  False           
squfl030-150                   1.0                       30.0             4651.0           18031.0                     4500.0             4531.0      4.305766e+02    4.305343e+02  False           
squfl040-080                   1.0                       40.0             3281.0           12841.0                     3200.0             3241.0      2.638992e+02    2.638992e+02  False           
sssd08-04                      1.0                       44.0               41.0             185.0                       12.0               61.0      1.820226e+05    1.820226e+05  False           
sssd12-05                      1.0                       75.0               53.0             291.0                       15.0               96.0      2.814086e+05    2.814086e+05  False           
sssd15-04                      1.0                       72.0               48.0             269.0                       12.0               89.0      2.050545e+05    2.050545e+05  False           
sssd15-06                      1.0                      108.0               64.0             403.0                       18.0              133.0      5.396355e+05    5.396355e+05  False           
sssd15-08                      1.0                      144.0               80.0             537.0                       24.0              177.0      5.626179e+05    5.626179e+05  False           
sssd16-07                      1.0                      133.0               73.0             491.0                       21.0              162.0      4.171888e+05    4.171888e+05  False           
sssd18-06                      1.0                      126.0               67.0             457.0                       18.0              151.0      3.979923e+05    3.979923e+05  False           
sssd18-08                      1.0                      168.0               83.0             609.0                       24.0              201.0      8.327956e+05    8.327956e+05  False           
sssd20-04                      1.0                       92.0               53.0             329.0                       12.0              109.0      3.476914e+05    3.476914e+05  False           
sssd20-08                      1.0                      184.0               85.0             657.0                       24.0              217.0      4.696198e+05    4.696198e+05  False           
sssd22-08                      1.0                      200.0               87.0             705.0                       24.0              233.0      5.087137e+05    5.087137e+05  False           
sssd25-04                      1.0                      112.0               58.0             389.0                       12.0              129.0      3.001766e+05    3.001766e+05  False           
sssd25-08                      1.0                      224.0               90.0             777.0                       24.0              257.0      4.720931e+05    4.720931e+05  False           
st_miqp2                       1.0                        4.0                4.0              11.0                        2.0                5.0      2.000000e+00    2.000000e+00  False           
st_test5                       1.0                       10.0               12.0             112.0                        7.0               11.0     -1.100000e+02   -1.100000e+02  False           
syn10m02m                     -1.0                       40.0              199.0             501.0                       12.0              111.0      2.310301e+03    2.310301e+03  False           
syn10m03m                     -1.0                       60.0              343.0             856.0                       18.0              166.0      3.354683e+03    3.354683e+03  False           
syn10m04m                     -1.0                       80.0              517.0            1281.0                       24.0              221.0      4.557062e+03    4.557062e+03  False           
syn10m                        -1.0                       10.0               55.0             155.0                        6.0               36.0      1.267354e+03    1.267354e+03  False           
syn15m02m                     -1.0                       60.0              314.0             784.0                       22.0              171.0      2.832749e+03    2.832749e+03  False           
syn15m03m                     -1.0                       90.0              538.0            1333.0                       33.0              256.0      3.850182e+03    3.850182e+03  False           
syn15m04m                     -1.0                      120.0              807.0            1987.0                       44.0              341.0      4.937478e+03    4.937478e+03  False           
syn15m                        -1.0                       15.0               90.0             246.0                       11.0               56.0      8.532847e+02    8.532847e+02  False           
syn20m02m                     -1.0                       80.0              407.0            1011.0                       28.0              211.0      1.752133e+03    1.752133e+03  False           
syn20m03m                     -1.0                      120.0              700.0            1726.0                       42.0              316.0      2.646951e+03    2.646951e+03  False           
syn20m04m                     -1.0                      160.0             1053.0            2581.0                       56.0              421.0      3.532744e+03    3.532744e+03  False           
syn20m                        -1.0                       20.0              114.0             312.0                       14.0               66.0      9.242633e+02    9.242633e+02  False           
syn30m02m                     -1.0                      120.0              605.0            1503.0                       40.0              321.0      3.996831e+02    3.996831e+02  False           
syn30m03m                     -1.0                      180.0             1042.0            2569.0                       60.0              481.0      6.541542e+02    6.541542e+02  False           
syn30m04m                     -1.0                      240.0             1569.0            3845.0                       80.0              641.0      8.657220e+02    8.657220e+02  False           
syn30m                        -1.0                       30.0              168.0             467.0                       20.0              101.0      1.381596e+02    1.381596e+02  False           
syn40m02m                     -1.0                      160.0              813.0            2013.0                       56.0              421.0      3.887724e+02    3.887724e+02  False           
syn40m03m                     -1.0                      240.0             1399.0            3439.0                       84.0              631.0      3.951480e+02    3.951480e+02  False           
syn40m04m                     -1.0                      320.0             2105.0            5145.0                      112.0              841.0      9.017511e+02    9.017511e+02  False           
syn40m                        -1.0                       40.0              227.0             627.0                       28.0              131.0      6.771326e+01    6.771326e+01  False           
synthes1                       1.0                        3.0                7.0              23.0                        6.0                7.0      6.009759e+00    6.009759e+00  False           
synthes2                       1.0                        5.0               15.0              49.0                        8.0               12.0      7.303531e+01    7.303531e+01  False           
synthes3                       1.0                        8.0               24.0              91.0                       12.0               18.0      6.800974e+01    6.800974e+01  False           
tls12                          1.0                      668.0              385.0            7205.0                      288.0              813.0      1.128000e+02    2.058389e+01  False           
tls2                           1.0                       33.0               25.0             210.0                        8.0               38.0      5.300000e+00    5.300000e+00  False           
tls4                           1.0                       89.0               65.0             614.0                       32.0              106.0      8.300000e+00    8.300000e+00  False           
tls5                           1.0                      136.0               91.0             956.0                       50.0              162.0      1.030000e+01    1.030000e+01  False           
tls6                           1.0                      179.0              121.0            1370.0                       72.0              216.0      1.530000e+01    1.530000e+01  False           
tls7                           1.0                      296.0              155.0            2258.0                       98.0              346.0      1.500000e+01    6.322530e+00  False           
watercontamination0202r        1.0                        7.0              284.0             666.0                       94.0              196.0      9.790446e+01    9.790446e+01  False           
watercontamination0202         1.0                        7.0           107210.0          211250.0                     4017.0           106712.0      1.251956e+02    1.251956e+02  False           
watercontamination0303r        1.0                       14.0              557.0            1310.0                      185.0              385.0      4.245441e+02    4.245441e+02  False           
watercontamination0303         1.0                       14.0           108218.0          213766.0                     4521.0           107223.0      2.079850e+02    2.079850e+02  False           


                                                           alphaecp@1        aoa@0   antigone@0                                         baron@0                                           bbb@3                                          bhyb@2                                           boa@1                                       couenne@0             dicopt@1             knitro@1                                         knitrobb@1                                       juniper@0                                         lindo@1                                      mtaurbnb@0                                       mtaurqg@0            muriqui@0                                        pavito@0                                           sbb@1       scip@1       shot@1
major                   minor                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
ball_mk2_10             JulianDate                            43393.9          NaN      43359.6                                         43382.8                                         43362.4                                         43361.5                                         43361.1                                         43403.5              43359.1              43365.5                                            43388.9                                           43203                                         43368.1                                               0                                               0                  NaN                                           43203                                         43366.8      43358.4      43381.8
                        TerminationStatus                           0            0            0                                               0                                               0                                               0                                               0                                               0                    1                    0                                                  0                                               0                                               0                                               0                                               0                    0                                               0                                               0            0            0
                        PrimalBound                                 0            0            0                                               0                                               0                                               0                                               0                                               0                    0                    0                                                  0                                    -9.12154e-08                                               0                                               0                                               0                    0                                               0                                               0            0            0
                        DualBound                                   0            0            0                                               0                                               0                                               0                                               0                                               0                   -5          2.22045e-16                                        7.93785e-11                                    -9.12154e-08                                               0                                               0                                               0                    0                                               0                                               0            0            0
                        SolverTime                             72.109            0        0.005                                       0.0459997                                           5.033                                          10.606                                          41.401                                           0.005              900.022                  2.5                                              1.004                                         7.28864                                           0.909                                        0.068727                                        0.381094                 2.36                                         5.12974                                           2.082        0.002     0.560621
                        NumberOfIterations                       1029            0            4                                               0                                           19953                                               3                                               0                                               0              4958561                    0                                                  0                                             NaN                                           15345                                               0                                               0                    0                                             NaN                                           14339            0            0
                        NumberOfDomainViolations                    0            0            0                                               0                                               0                                               0                                               0                                               0                    0                    0                                                  0                                             NaN                                             NaN                                               0                                               0                    0                                             NaN                                               0            0            0
                        NumberOfNodes                             NaN          NaN            0                                               1                                            2046                                               0                                               0                                               0                  NaN                 3070                                               2047                                             NaN                                            2045                                               0                                               0                  NaN                                             NaN                                            2046            1         1511
                        Fail                                    False        False        False                                           False                                           False                                           False                                           False                                           False                False                False                                              False                                           False                                           False                                           False                                           False                False                                           False                                           False        False        False
                        FailReason                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
                        Gap                                         0            0            0                                               0                                               0                                               0                                               0                                               0                  inf                    0                                                  0                                               0                                               0                                               0                                               0                    0                                               0                                               0            0            0
                        PrimalGap                                   0            0            0                                               0                                               0                                               0                                               0                                               0                    0                    0                                                  0                                             inf                                               0                                               0                                               0                    0                                               0                                               0            0            0
                        DualGap                                     0            0            0                                               0                                               0                                               0                                               0                                               0                  inf                    0                                                  0                                             inf                                               0                                               0                                               0                    0                                               0                                               0            0            0
ball_mk2_30             JulianDate                            43393.9          NaN      43359.6                                         43382.8                                         43362.4                                         43361.5                                         43361.1                                         43403.5              43359.1              43365.5                                            43388.9                                           43203                                         43368.1                                               0                                               0                  NaN                                           43203                                             NaN      43358.4      43381.8
                        TerminationStatus                           1            0            0                                               0                                               1                                               0                                               0                                               0                    1                    1                                                  1                                               1                                               1                                               1                                               1                    8                                               1                                             NaN            0            1
                        PrimalBound                                 0            0            0                                               0                                             inf                                             NaN                                               0                                               0                  inf                    0                                                  0                                               0                                               0                                             inf                                             inf                  inf                                               0                                             NaN            0            0
                        DualBound                                 -27            0            0                                               0                                        -24.8953                                             inf                                               0                                               0                  -27             -26.8877                                           -25.8899                                        -24.8948                                        -26.8861                                             NaN                                             NaN                 -inf                                             -26                                             NaN            0          -26
                        SolverTime                            900.012            0        0.018                                       0.0529996                                         900.971                                           6.855                                          180.62                                           0.015              900.023              900.034                                            900.118                                         900.116                                         900.001                                         900.001                                         900.017                    0                                         900.018                                             NaN        0.002       900.08
